"care_site_id","care_site_name","place_of_service_concept_id","location_id","care_site_source_value","place_of_service_source_value"
19372,NA,8940,NA,"413889266",NA
19373,NA,8940,NA,"629852076",NA
19374,NA,8940,NA,"280531280",NA
19375,NA,8940,NA,"248763905",NA
19376,NA,8940,NA,"894246068",NA
19377,NA,8940,NA,"482646483",NA
19378,NA,8940,NA,"069262761",NA
19379,NA,8756,NA,"13KMZN","Outpatient Facility"
19380,NA,8940,NA,"924273723",NA
19381,NA,8940,NA,"082534628",NA
19382,NA,8940,NA,"250294433",NA
19383,NA,8940,NA,"859409228",NA
19384,NA,8940,NA,"567586765",NA
19385,NA,8940,NA,"677430509",NA
19386,NA,8940,NA,"393616275",NA
19387,NA,8940,NA,"957238358",NA
19388,NA,8940,NA,"582816874",NA
19389,NA,8940,NA,"966644822",NA
19390,NA,8756,NA,"3301RC","Outpatient Facility"
19391,NA,8756,NA,"33138S","Outpatient Facility"
19392,NA,8940,NA,"497952632",NA
19393,NA,8940,NA,"261974965",NA
19394,NA,8940,NA,"305472518",NA
19395,NA,8940,NA,"698019175",NA
19396,NA,8940,NA,"505272774",NA
19397,NA,8940,NA,"443819351",NA
19398,NA,8940,NA,"280072968",NA
19399,NA,8717,NA,"0502BC","Inpatient Facility"
19400,NA,8756,NA,"0504CQ","Outpatient Facility"
19401,NA,8940,NA,"335148513",NA
19402,NA,8940,NA,"071736292",NA
19403,NA,8940,NA,"253409840",NA
19404,NA,8940,NA,"442757976",NA
19405,NA,8940,NA,"021444106",NA
19406,NA,8940,NA,"472664440",NA
19407,NA,8940,NA,"777335316",NA
19408,NA,8940,NA,"174230014",NA
19409,NA,8940,NA,"199495640",NA
19410,NA,8940,NA,"437141037",NA
19411,NA,8940,NA,"525307030",NA
19412,NA,8940,NA,"084004896",NA
19413,NA,8940,NA,"091512551",NA
19414,NA,8940,NA,"856103355",NA
19415,NA,8940,NA,"059876112",NA
19416,NA,8940,NA,"051071777",NA
19417,NA,8940,NA,"129943511",NA
19418,NA,8940,NA,"645257176",NA
19419,NA,8940,NA,"829288411",NA
19420,NA,8940,NA,"464767960",NA
19421,NA,8940,NA,"576090271",NA
19422,NA,8940,NA,"264531523",NA
19423,NA,8940,NA,"008853687",NA
19424,NA,8940,NA,"738947265",NA
19425,NA,8940,NA,"575639281",NA
19426,NA,8940,NA,"007466618",NA
19427,NA,8940,NA,"529660972",NA
19428,NA,8940,NA,"947611029",NA
19429,NA,8940,NA,"029544094",NA
19430,NA,8940,NA,"758651367",NA
19431,NA,8940,NA,"568780770",NA
19432,NA,8940,NA,"091043769",NA
19433,NA,8940,NA,"451442033",NA
19434,NA,8940,NA,"760134929",NA
19435,NA,8940,NA,"240972222",NA
19436,NA,8940,NA,"124129087",NA
19437,NA,8940,NA,"190956142",NA
19438,NA,8940,NA,"922857346",NA
19439,NA,8940,NA,"641129807",NA
19440,NA,8940,NA,"839474521",NA
19441,NA,8940,NA,"324062924",NA
19442,NA,8940,NA,"595689925",NA
19443,NA,8940,NA,"430800905",NA
19444,NA,8940,NA,"560810910",NA
19445,NA,8940,NA,"108649652",NA
19446,NA,8940,NA,"401981092",NA
19447,NA,8940,NA,"811014956",NA
19448,NA,8940,NA,"599421290",NA
19449,NA,8940,NA,"464212511",NA
19450,NA,8940,NA,"653007708",NA
19451,NA,8940,NA,"516366193",NA
19452,NA,8940,NA,"600159731",NA
19453,NA,8940,NA,"019407362",NA
19454,NA,8940,NA,"150291297",NA
19455,NA,8940,NA,"211099796",NA
19456,NA,8940,NA,"784907124",NA
19457,NA,8756,NA,"4513KT","Outpatient Facility"
19458,NA,8940,NA,"731582129",NA
19459,NA,8940,NA,"138100484",NA
19460,NA,8940,NA,"397475777",NA
19461,NA,8940,NA,"581546001",NA
19462,NA,8940,NA,"362601455",NA
19463,NA,8940,NA,"240932191",NA
19464,NA,8940,NA,"274806443",NA
19465,NA,8940,NA,"036035832",NA
19466,NA,8940,NA,"757905544",NA
19467,NA,8940,NA,"858908038",NA
19468,NA,8940,NA,"172643822",NA
19469,NA,8940,NA,"528375386",NA
19470,NA,8940,NA,"264197654",NA
19471,NA,8940,NA,"979881335",NA
19472,NA,8940,NA,"524821988",NA
19473,NA,8940,NA,"304776476",NA
19474,NA,8940,NA,"741459083",NA
19475,NA,8940,NA,"956329195",NA
19476,NA,8940,NA,"390458293",NA
19477,NA,8756,NA,"4530SA","Outpatient Facility"
19478,NA,8756,NA,"45086P","Outpatient Facility"
19479,NA,8940,NA,"924878507",NA
19480,NA,8940,NA,"139056439",NA
19481,NA,8940,NA,"719643749",NA
19482,NA,8940,NA,"921524226",NA
19483,NA,8940,NA,"684403460",NA
19484,NA,8940,NA,"855322532",NA
19485,NA,8940,NA,"819843976",NA
19486,NA,8940,NA,"103793654",NA
19487,NA,8940,NA,"837431336",NA
19488,NA,8940,NA,"472735657",NA
19489,NA,8940,NA,"043004605",NA
19490,NA,8940,NA,"270479139",NA
19491,NA,8940,NA,"872583447",NA
19492,NA,8940,NA,"307908147",NA
19493,NA,8940,NA,"086980776",NA
19494,NA,8940,NA,"974209616",NA
19495,NA,8940,NA,"331296234",NA
19496,NA,8940,NA,"655432873",NA
19497,NA,8940,NA,"216452299",NA
19498,NA,8940,NA,"038729596",NA
19499,NA,8940,NA,"363534766",NA
19500,NA,8940,NA,"349045522",NA
19501,NA,8940,NA,"863927948",NA
19502,NA,8940,NA,"348462658",NA
19503,NA,8940,NA,"417186424",NA
19504,NA,8940,NA,"951115624",NA
19505,NA,8756,NA,"37028B","Outpatient Facility"
19506,NA,8940,NA,"984990305",NA
19507,NA,8940,NA,"384160961",NA
19508,NA,8940,NA,"203782809",NA
19509,NA,8940,NA,"748279611",NA
19510,NA,8940,NA,"836894904",NA
19511,NA,8940,NA,"213264902",NA
19512,NA,8940,NA,"737427982",NA
19513,NA,8940,NA,"311961233",NA
19514,NA,8940,NA,"182948330",NA
19515,NA,8940,NA,"441072474",NA
19516,NA,8940,NA,"102626114",NA
19517,NA,8940,NA,"228991315",NA
19518,NA,8940,NA,"681066960",NA
19519,NA,8940,NA,"383983830",NA
19520,NA,8940,NA,"236884019",NA
19521,NA,8940,NA,"097067081",NA
19522,NA,8940,NA,"616413309",NA
19523,NA,8940,NA,"861061006",NA
19524,NA,8940,NA,"347469231",NA
19525,NA,8940,NA,"543241739",NA
19526,NA,8940,NA,"397781562",NA
19527,NA,8756,NA,"34346G","Outpatient Facility"
19528,NA,8940,NA,"714142464",NA
19529,NA,8940,NA,"851868496",NA
19530,NA,8940,NA,"473876070",NA
19531,NA,8940,NA,"772805483",NA
19532,NA,8940,NA,"073912332",NA
19533,NA,8717,NA,"14T1QJ","Inpatient Facility"
19534,NA,8717,NA,"1400XP","Inpatient Facility"
19535,NA,8717,NA,"1400UB","Inpatient Facility"
19536,NA,8940,NA,"954918669",NA
19537,NA,8940,NA,"639401520",NA
19538,NA,8940,NA,"142979043",NA
19539,NA,8940,NA,"435548085",NA
19540,NA,8940,NA,"743596471",NA
19541,NA,8940,NA,"728667570",NA
19542,NA,8940,NA,"331625209",NA
19543,NA,8940,NA,"602601592",NA
19544,NA,8940,NA,"689944821",NA
19545,NA,8940,NA,"306317304",NA
19546,NA,8940,NA,"604922034",NA
19547,NA,8940,NA,"311436595",NA
19548,NA,8717,NA,"1400RU","Inpatient Facility"
19549,NA,8940,NA,"478394027",NA
19550,NA,8940,NA,"053971797",NA
19551,NA,8940,NA,"640866165",NA
19552,NA,8940,NA,"650341049",NA
19553,NA,8940,NA,"080778173",NA
19554,NA,8940,NA,"777547902",NA
19555,NA,8940,NA,"789154857",NA
19556,NA,8940,NA,"239923376",NA
19557,NA,8940,NA,"604682337",NA
19558,NA,8940,NA,"426987015",NA
19559,NA,8940,NA,"766347012",NA
19560,NA,8940,NA,"152537346",NA
19561,NA,8940,NA,"998698067",NA
19562,NA,8940,NA,"944748060",NA
19563,NA,8940,NA,"535020329",NA
19564,NA,8940,NA,"279390029",NA
19565,NA,8940,NA,"898483424",NA
19566,NA,8940,NA,"268209345",NA
19567,NA,8940,NA,"746347203",NA
19568,NA,8940,NA,"626514144",NA
19569,NA,8940,NA,"356069405",NA
19570,NA,8940,NA,"486084762",NA
19571,NA,8940,NA,"868854370",NA
19572,NA,8940,NA,"555013825",NA
19573,NA,8940,NA,"105245139",NA
19574,NA,8940,NA,"588200502",NA
19575,NA,8940,NA,"383319918",NA
19576,NA,8940,NA,"222509080",NA
19577,NA,8940,NA,"433900695",NA
19578,NA,8940,NA,"581008910",NA
19579,NA,8940,NA,"795498014",NA
19580,NA,8940,NA,"713888154",NA
19581,NA,8940,NA,"824910878",NA
19582,NA,8940,NA,"099489046",NA
19583,NA,8940,NA,"438619683",NA
19584,NA,8940,NA,"444719736",NA
19585,NA,8940,NA,"479014083",NA
19586,NA,8940,NA,"067477817",NA
19587,NA,8940,NA,"594857309",NA
19588,NA,8940,NA,"344925768",NA
19589,NA,8940,NA,"036013939",NA
19590,NA,8940,NA,"731523927",NA
19591,NA,8940,NA,"071949953",NA
19592,NA,8940,NA,"376605346",NA
19593,NA,8940,NA,"759840057",NA
19594,NA,8940,NA,"848756524",NA
19595,NA,8940,NA,"293649011",NA
19596,NA,8756,NA,"33006D","Outpatient Facility"
19597,NA,8756,NA,"3313RD","Outpatient Facility"
19598,NA,8756,NA,"3302ZT","Outpatient Facility"
19599,NA,8756,NA,"33T0DU","Outpatient Facility"
19600,NA,8940,NA,"460556708",NA
19601,NA,8940,NA,"918795897",NA
19602,NA,8940,NA,"363487362",NA
19603,NA,8940,NA,"166939464",NA
19604,NA,8940,NA,"074608148",NA
19605,NA,8940,NA,"025215818",NA
19606,NA,8940,NA,"133746832",NA
19607,NA,8940,NA,"581110023",NA
19608,NA,8940,NA,"239003395",NA
19609,NA,8940,NA,"225005414",NA
19610,NA,8940,NA,"781622401",NA
19611,NA,8940,NA,"367112116",NA
19612,NA,8940,NA,"549222166",NA
19613,NA,8940,NA,"355254562",NA
19614,NA,8940,NA,"263084693",NA
19615,NA,8940,NA,"699488192",NA
19616,NA,8940,NA,"614041007",NA
19617,NA,8756,NA,"39026G","Outpatient Facility"
19618,NA,8756,NA,"3902MT","Outpatient Facility"
19619,NA,8940,NA,"038662846",NA
19620,NA,8940,NA,"707959714",NA
19621,NA,8940,NA,"296773857",NA
19622,NA,8940,NA,"213933182",NA
19623,NA,8940,NA,"689623694",NA
19624,NA,8940,NA,"312782828",NA
19625,NA,8940,NA,"360699530",NA
19626,NA,8940,NA,"940439522",NA
19627,NA,8940,NA,"853681505",NA
19628,NA,8940,NA,"583928774",NA
19629,NA,8940,NA,"230637970",NA
19630,NA,8940,NA,"781947735",NA
19631,NA,8940,NA,"166235256",NA
19632,NA,8940,NA,"462886275",NA
19633,NA,8940,NA,"322020911",NA
19634,NA,8940,NA,"406668965",NA
19635,NA,8940,NA,"557817364",NA
19636,NA,8940,NA,"354049508",NA
19637,NA,8940,NA,"677290684",NA
19638,NA,8940,NA,"481178062",NA
19639,NA,8940,NA,"128392078",NA
19640,NA,8940,NA,"536204504",NA
19641,NA,8940,NA,"139646740",NA
19642,NA,8940,NA,"179064705",NA
19643,NA,8940,NA,"342532811",NA
19644,NA,8940,NA,"681789119",NA
19645,NA,8940,NA,"884678268",NA
19646,NA,8940,NA,"387576742",NA
19647,NA,8940,NA,"436636964",NA
19648,NA,8940,NA,"783803272",NA
19649,NA,8940,NA,"680611396",NA
19650,NA,8940,NA,"556343565",NA
19651,NA,8940,NA,"844554792",NA
19652,NA,8940,NA,"702667995",NA
19653,NA,8940,NA,"624956249",NA
19654,NA,8940,NA,"411021529",NA
19655,NA,8940,NA,"574727487",NA
19656,NA,8940,NA,"514372905",NA
19657,NA,8940,NA,"594398646",NA
19658,NA,8940,NA,"207567290",NA
19659,NA,8940,NA,"448554193",NA
19660,NA,8940,NA,"138537580",NA
19661,NA,8717,NA,"0301KJ","Inpatient Facility"
19662,NA,8940,NA,"336492528",NA
19663,NA,8940,NA,"099837771",NA
19664,NA,8940,NA,"062674629",NA
19665,NA,8940,NA,"478730915",NA
19666,NA,8940,NA,"282875774",NA
19667,NA,8940,NA,"588324430",NA
19668,NA,8940,NA,"194773442",NA
19669,NA,8940,NA,"136090992",NA
19670,NA,8940,NA,"711368335",NA
19671,NA,8940,NA,"597891177",NA
19672,NA,8940,NA,"536982156",NA
19673,NA,8940,NA,"356885141",NA
19674,NA,8940,NA,"890947063",NA
19675,NA,8940,NA,"094218131",NA
19676,NA,8940,NA,"343844067",NA
19677,NA,8940,NA,"240778718",NA
19678,NA,8940,NA,"845951335",NA
19679,NA,8940,NA,"256809811",NA
19680,NA,8940,NA,"011985456",NA
19681,NA,8940,NA,"032251947",NA
19682,NA,8940,NA,"847885136",NA
19683,NA,8940,NA,"370352828",NA
19684,NA,8940,NA,"170580359",NA
19685,NA,8940,NA,"080055372",NA
19686,NA,8940,NA,"409377861",NA
19687,NA,8940,NA,"019068847",NA
19688,NA,8940,NA,"017835471",NA
19689,NA,8940,NA,"227168312",NA
19690,NA,8940,NA,"015396162",NA
19691,NA,8940,NA,"955464347",NA
19692,NA,8940,NA,"688583063",NA
19693,NA,8940,NA,"105352594",NA
19694,NA,8940,NA,"221329026",NA
19695,NA,8717,NA,"1002DM","Inpatient Facility"
19696,NA,8756,NA,"3901KR","Outpatient Facility"
19697,NA,8756,NA,"3901XA","Outpatient Facility"
19698,NA,8940,NA,"917140961",NA
19699,NA,8940,NA,"503663940",NA
19700,NA,8940,NA,"808270223",NA
19701,NA,8940,NA,"892072304",NA
19702,NA,8940,NA,"853667151",NA
19703,NA,8940,NA,"655415272",NA
19704,NA,8940,NA,"393619759",NA
19705,NA,8940,NA,"325491105",NA
19706,NA,8940,NA,"478817203",NA
19707,NA,8940,NA,"182600058",NA
19708,NA,8940,NA,"016755579",NA
19709,NA,8940,NA,"730365757",NA
19710,NA,8940,NA,"620265892",NA
19711,NA,8940,NA,"694485271",NA
19712,NA,8940,NA,"525976523",NA
19713,NA,8940,NA,"195148467",NA
19714,NA,8940,NA,"102307301",NA
19715,NA,8940,NA,"001893611",NA
19716,NA,8940,NA,"251907930",NA
19717,NA,8940,NA,"168652746",NA
19718,NA,8940,NA,"281141759",NA
19719,NA,8940,NA,"588781175",NA
19720,NA,8940,NA,"904518580",NA
19721,NA,8940,NA,"340241263",NA
19722,NA,8940,NA,"610538662",NA
19723,NA,8940,NA,"228932224",NA
19724,NA,8940,NA,"275190777",NA
19725,NA,8940,NA,"231948962",NA
19726,NA,8940,NA,"976527663",NA
19727,NA,8940,NA,"101109868",NA
19728,NA,8940,NA,"340296144",NA
19729,NA,8940,NA,"111250628",NA
19730,NA,8940,NA,"317902525",NA
19731,NA,8940,NA,"915465745",NA
19732,NA,8940,NA,"863676711",NA
19733,NA,8940,NA,"467579685",NA
19734,NA,8940,NA,"974204265",NA
19735,NA,8940,NA,"905781340",NA
19736,NA,8940,NA,"121491620",NA
19737,NA,8940,NA,"118081709",NA
19738,NA,8940,NA,"332933372",NA
19739,NA,8940,NA,"268510533",NA
19740,NA,8940,NA,"762715951",NA
19741,NA,8940,NA,"696035945",NA
19742,NA,8940,NA,"068766966",NA
19743,NA,8940,NA,"486398631",NA
19744,NA,8940,NA,"261590680",NA
19745,NA,8940,NA,"342328366",NA
19746,NA,8940,NA,"692340263",NA
19747,NA,8940,NA,"510150403",NA
19748,NA,8940,NA,"406221176",NA
19749,NA,8940,NA,"274494222",NA
19750,NA,8940,NA,"578117612",NA
19751,NA,8940,NA,"897101206",NA
19752,NA,8940,NA,"467728821",NA
19753,NA,8940,NA,"516020407",NA
19754,NA,8940,NA,"090435437",NA
19755,NA,8940,NA,"693876796",NA
19756,NA,8940,NA,"917144142",NA
19757,NA,8940,NA,"173057092",NA
19758,NA,8940,NA,"981157692",NA
19759,NA,8940,NA,"725789249",NA
19760,NA,8940,NA,"832867222",NA
19761,NA,8940,NA,"049218825",NA
19762,NA,8940,NA,"801175940",NA
19763,NA,8940,NA,"103439451",NA
19764,NA,8940,NA,"115056009",NA
19765,NA,8940,NA,"569382048",NA
19766,NA,8940,NA,"109884239",NA
19767,NA,8940,NA,"080323817",NA
19768,NA,8940,NA,"871296859",NA
19769,NA,8940,NA,"752816259",NA
19770,NA,8940,NA,"563271565",NA
19771,NA,8940,NA,"919902886",NA
19772,NA,8940,NA,"975453113",NA
19773,NA,8940,NA,"590241389",NA
19774,NA,8940,NA,"260689461",NA
19775,NA,8940,NA,"998242679",NA
19776,NA,8756,NA,"2713SU","Outpatient Facility"
19777,NA,8940,NA,"336758021",NA
19778,NA,8940,NA,"278370978",NA
19779,NA,8940,NA,"075614251",NA
19780,NA,8940,NA,"938435342",NA
19781,NA,8756,NA,"45058P","Outpatient Facility"
19782,NA,8756,NA,"4502ZK","Outpatient Facility"
19783,NA,8756,NA,"4530VN","Outpatient Facility"
19784,NA,8756,NA,"4500HB","Outpatient Facility"
19785,NA,8756,NA,"4528VH","Outpatient Facility"
19786,NA,8940,NA,"174759435",NA
19787,NA,8940,NA,"643566574",NA
19788,NA,8940,NA,"983361842",NA
19789,NA,8940,NA,"818675271",NA
19790,NA,8940,NA,"409991643",NA
19791,NA,8940,NA,"734917982",NA
19792,NA,8940,NA,"951942671",NA
19793,NA,8940,NA,"971553204",NA
19794,NA,8940,NA,"505339106",NA
19795,NA,8940,NA,"290746806",NA
19796,NA,8940,NA,"433632320",NA
19797,NA,8940,NA,"359249220",NA
19798,NA,8940,NA,"215041686",NA
19799,NA,8940,NA,"993031340",NA
19800,NA,8940,NA,"939044436",NA
19801,NA,8940,NA,"539547854",NA
19802,NA,8940,NA,"216288534",NA
19803,NA,8940,NA,"146416204",NA
19804,NA,8940,NA,"487002478",NA
19805,NA,8940,NA,"649705566",NA
19806,NA,8940,NA,"932623808",NA
19807,NA,8940,NA,"581431491",NA
19808,NA,8940,NA,"897198803",NA
19809,NA,8940,NA,"217959221",NA
19810,NA,8940,NA,"573574485",NA
19811,NA,8940,NA,"328337686",NA
19812,NA,8756,NA,"4588TA","Outpatient Facility"
19813,NA,8940,NA,"997373690",NA
19814,NA,8940,NA,"882008134",NA
19815,NA,8940,NA,"742850981",NA
19816,NA,8940,NA,"252144441",NA
19817,NA,8940,NA,"563680718",NA
19818,NA,8940,NA,"126839586",NA
19819,NA,8940,NA,"513471263",NA
19820,NA,8940,NA,"209461944",NA
19821,NA,8940,NA,"130911740",NA
19822,NA,8940,NA,"495773433",NA
19823,NA,8940,NA,"660622453",NA
19824,NA,8940,NA,"050996278",NA
19825,NA,8940,NA,"976249259",NA
19826,NA,8940,NA,"144488919",NA
19827,NA,8940,NA,"760107652",NA
19828,NA,8940,NA,"438108737",NA
19829,NA,8940,NA,"059923045",NA
19830,NA,8940,NA,"381935269",NA
19831,NA,8940,NA,"380875023",NA
19832,NA,8940,NA,"628587754",NA
19833,NA,8940,NA,"798688261",NA
19834,NA,8940,NA,"801299280",NA
19835,NA,8717,NA,"36016V","Inpatient Facility"
19836,NA,8717,NA,"3600BR","Inpatient Facility"
19837,NA,8756,NA,"3601QR","Outpatient Facility"
19838,NA,8940,NA,"096382275",NA
19839,NA,8940,NA,"070521288",NA
19840,NA,8940,NA,"290891492",NA
19841,NA,8940,NA,"298861977",NA
19842,NA,8940,NA,"053769847",NA
19843,NA,8940,NA,"466590641",NA
19844,NA,8940,NA,"543970068",NA
19845,NA,8940,NA,"792796207",NA
19846,NA,8940,NA,"086869134",NA
19847,NA,8940,NA,"704562667",NA
19848,NA,8940,NA,"559664060",NA
19849,NA,8940,NA,"356319723",NA
19850,NA,8940,NA,"569007421",NA
19851,NA,8940,NA,"048198919",NA
19852,NA,8940,NA,"104803330",NA
19853,NA,8940,NA,"875643055",NA
19854,NA,8940,NA,"798910656",NA
19855,NA,8940,NA,"950364969",NA
19856,NA,8940,NA,"403309961",NA
19857,NA,8940,NA,"599301896",NA
19858,NA,8940,NA,"081233701",NA
19859,NA,8940,NA,"786733704",NA
19860,NA,8940,NA,"841701208",NA
19861,NA,8940,NA,"270700098",NA
19862,NA,8940,NA,"397580308",NA
19863,NA,8940,NA,"571922592",NA
19864,NA,8940,NA,"622758378",NA
19865,NA,8940,NA,"946813216",NA
19866,NA,8940,NA,"676524484",NA
19867,NA,8940,NA,"355318695",NA
19868,NA,8940,NA,"517704295",NA
19869,NA,8940,NA,"851069119",NA
19870,NA,8940,NA,"997259249",NA
19871,NA,8940,NA,"614474531",NA
19872,NA,8940,NA,"678522575",NA
19873,NA,8940,NA,"360988405",NA
19874,NA,8940,NA,"165298530",NA
19875,NA,8940,NA,"142844692",NA
19876,NA,8940,NA,"983906200",NA
19877,NA,8940,NA,"047965765",NA
19878,NA,8940,NA,"492459801",NA
19879,NA,8940,NA,"103910105",NA
19880,NA,8940,NA,"657886547",NA
19881,NA,8940,NA,"492889999",NA
19882,NA,8940,NA,"625497108",NA
19883,NA,8940,NA,"724654912",NA
19884,NA,8940,NA,"892972658",NA
19885,NA,8940,NA,"636714581",NA
19886,NA,8940,NA,"114433621",NA
19887,NA,8717,NA,"5000PS","Inpatient Facility"
19888,NA,8940,NA,"753569754",NA
19889,NA,8940,NA,"484445585",NA
19890,NA,8940,NA,"663406606",NA
19891,NA,8940,NA,"642673398",NA
19892,NA,8940,NA,"446518747",NA
19893,NA,8940,NA,"730402643",NA
19894,NA,8940,NA,"264211415",NA
19895,NA,8940,NA,"569611868",NA
19896,NA,8940,NA,"455670187",NA
19897,NA,8940,NA,"712844663",NA
19898,NA,8940,NA,"845185554",NA
19899,NA,8940,NA,"197276225",NA
19900,NA,8940,NA,"979827724",NA
19901,NA,8940,NA,"061757728",NA
19902,NA,8940,NA,"796868509",NA
19903,NA,8940,NA,"187760573",NA
19904,NA,8940,NA,"855100202",NA
19905,NA,8940,NA,"495881424",NA
19906,NA,8940,NA,"625627066",NA
19907,NA,8940,NA,"927811967",NA
19908,NA,8940,NA,"961658906",NA
19909,NA,8940,NA,"740588613",NA
19910,NA,8756,NA,"1401UU","Outpatient Facility"
19911,NA,8940,NA,"656569514",NA
19912,NA,8940,NA,"101631115",NA
19913,NA,8940,NA,"672109062",NA
19914,NA,8940,NA,"563728621",NA
19915,NA,8940,NA,"089727145",NA
19916,NA,8940,NA,"479064357",NA
19917,NA,8940,NA,"580792362",NA
19918,NA,8940,NA,"355377124",NA
19919,NA,8940,NA,"126626555",NA
19920,NA,8940,NA,"799464271",NA
19921,NA,8940,NA,"424908577",NA
19922,NA,8940,NA,"591290436",NA
19923,NA,8940,NA,"723167692",NA
19924,NA,8940,NA,"397782889",NA
19925,NA,8940,NA,"970939437",NA
19926,NA,8756,NA,"5213DG","Outpatient Facility"
19927,NA,8756,NA,"5200WS","Outpatient Facility"
19928,NA,8756,NA,"14006K","Outpatient Facility"
19929,NA,8756,NA,"5200NQ","Outpatient Facility"
19930,NA,8756,NA,"5200PR","Outpatient Facility"
19931,NA,8940,NA,"966604495",NA
19932,NA,8940,NA,"095898801",NA
19933,NA,8940,NA,"264261789",NA
19934,NA,8940,NA,"985885371",NA
19935,NA,8940,NA,"830421358",NA
19936,NA,8940,NA,"319525365",NA
19937,NA,8940,NA,"856846900",NA
19938,NA,8940,NA,"766769475",NA
19939,NA,8940,NA,"145167840",NA
19940,NA,8940,NA,"289998912",NA
19941,NA,8940,NA,"334513511",NA
19942,NA,8940,NA,"275528212",NA
19943,NA,8940,NA,"853945908",NA
19944,NA,8940,NA,"056458535",NA
19945,NA,8940,NA,"201304500",NA
19946,NA,8717,NA,"3140XB","Inpatient Facility"
19947,NA,8756,NA,"3100BN","Outpatient Facility"
19948,NA,8717,NA,"14016G","Inpatient Facility"
19949,NA,8756,NA,"1401BJ","Outpatient Facility"
19950,NA,8940,NA,"498127639",NA
19951,NA,8940,NA,"542981554",NA
19952,NA,8940,NA,"522305550",NA
19953,NA,8940,NA,"391771924",NA
19954,NA,8940,NA,"366860145",NA
19955,NA,8940,NA,"318716950",NA
19956,NA,8940,NA,"514178511",NA
19957,NA,8940,NA,"606954736",NA
19958,NA,8940,NA,"848678811",NA
19959,NA,8940,NA,"875232234",NA
19960,NA,8940,NA,"751150014",NA
19961,NA,8940,NA,"158268948",NA
19962,NA,8940,NA,"106850753",NA
19963,NA,8940,NA,"009035764",NA
19964,NA,8940,NA,"400542846",NA
19965,NA,8940,NA,"169228721",NA
19966,NA,8940,NA,"986877281",NA
19967,NA,8940,NA,"390664017",NA
19968,NA,8940,NA,"043147867",NA
19969,NA,8940,NA,"818386631",NA
19970,NA,8940,NA,"885424766",NA
19971,NA,8940,NA,"652573177",NA
19972,NA,8940,NA,"088090104",NA
19973,NA,8940,NA,"355031219",NA
19974,NA,8940,NA,"136428666",NA
19975,NA,8940,NA,"173891329",NA
19976,NA,8940,NA,"783985498",NA
19977,NA,8940,NA,"417576124",NA
19978,NA,8940,NA,"672836774",NA
19979,NA,8940,NA,"960638745",NA
19980,NA,8940,NA,"702725248",NA
19981,NA,8940,NA,"844355407",NA
19982,NA,8940,NA,"683315475",NA
19983,NA,8940,NA,"359300114",NA
19984,NA,8940,NA,"520752923",NA
19985,NA,8940,NA,"326454064",NA
19986,NA,8940,NA,"514576531",NA
19987,NA,8940,NA,"205147422",NA
19988,NA,8940,NA,"960145570",NA
19989,NA,8940,NA,"638929581",NA
19990,NA,8940,NA,"908194940",NA
19991,NA,8940,NA,"284373328",NA
19992,NA,8940,NA,"447070112",NA
19993,NA,8940,NA,"971717917",NA
19994,NA,8940,NA,"231616092",NA
19995,NA,8940,NA,"916491733",NA
19996,NA,8940,NA,"548895485",NA
19997,NA,8940,NA,"913625555",NA
19998,NA,8940,NA,"724988768",NA
19999,NA,8940,NA,"925802342",NA
20000,NA,8940,NA,"452091273",NA
20001,NA,8940,NA,"742789019",NA
20002,NA,8940,NA,"155896996",NA
20003,NA,8940,NA,"907939855",NA
20004,NA,8940,NA,"446676215",NA
20005,NA,8940,NA,"158710587",NA
20006,NA,8940,NA,"664702824",NA
20007,NA,8940,NA,"672540595",NA
20008,NA,8940,NA,"034024612",NA
20009,NA,8940,NA,"551228190",NA
20010,NA,8940,NA,"996865607",NA
20011,NA,8940,NA,"622032646",NA
20012,NA,8940,NA,"158580340",NA
20013,NA,8940,NA,"328702408",NA
20014,NA,8940,NA,"869295988",NA
20015,NA,8940,NA,"899618018",NA
20016,NA,8940,NA,"657908337",NA
20017,NA,8940,NA,"203126860",NA
20018,NA,8940,NA,"559914819",NA
20019,NA,8940,NA,"971102488",NA
20020,NA,8940,NA,"020620849",NA
20021,NA,8940,NA,"470159174",NA
20022,NA,8940,NA,"880161772",NA
20023,NA,8940,NA,"147868512",NA
20024,NA,8940,NA,"913337764",NA
20025,NA,8940,NA,"669442088",NA
20026,NA,8940,NA,"472831232",NA
20027,NA,8940,NA,"544681281",NA
20028,NA,8940,NA,"454967734",NA
20029,NA,8940,NA,"447104217",NA
20030,NA,8940,NA,"529772843",NA
20031,NA,8940,NA,"153219439",NA
20032,NA,8940,NA,"835717881",NA
20033,NA,8940,NA,"322779535",NA
20034,NA,8940,NA,"594439009",NA
20035,NA,8940,NA,"554054402",NA
20036,NA,8940,NA,"357041743",NA
20037,NA,8940,NA,"610829409",NA
20038,NA,8940,NA,"857895892",NA
20039,NA,8940,NA,"098444865",NA
20040,NA,8940,NA,"023351861",NA
20041,NA,8717,NA,"0100MD","Inpatient Facility"
20042,NA,8717,NA,"1000QQ","Inpatient Facility"
20043,NA,8717,NA,"23T1YQ","Inpatient Facility"
20044,NA,8940,NA,"961713957",NA
20045,NA,8940,NA,"702375919",NA
20046,NA,8940,NA,"072711245",NA
20047,NA,8940,NA,"218548572",NA
20048,NA,8940,NA,"091622683",NA
20049,NA,8940,NA,"873985055",NA
